epoch,loss
1,0.5844577097892761
2,0.5179500997066497
3,0.4636572229862213
4,0.4154436898231506
5,0.3773412799835205
6,0.3442321717739105
7,0.31707695603370667
8,0.29274668455123903
9,0.2754824984073639
10,0.26301428735256194
11,0.2500737899541855
12,0.23752016484737395
13,0.23166926980018615
14,0.22696130394935607
15,0.22132567167282105
16,0.21412904679775238
17,0.21324277341365813
18,0.20874806225299836
19,0.20556463539600373
20,0.20441002428531646
21,0.2035866755247116
22,0.20026565313339234
23,0.2008223080635071
24,0.1963810580968857
25,0.19646908283233644
26,0.19301871836185455
27,0.19533587872982025
28,0.1942489141225815
29,0.19532232642173766
30,0.19392181932926178
31,0.19046514928340913
32,0.19051530480384826
33,0.19137025415897368
34,0.18896106481552125
35,0.18428203642368315
36,0.18749827682971953
37,0.1857183361053467
38,0.18659055829048157
39,0.1843750023841858
40,0.1845226126909256
41,0.18690436482429504
42,0.1811557060480118
43,0.1813417547941208
44,0.17927905380725861
45,0.18184008359909057
46,0.17787047684192658
47,0.18036611676216124
48,0.18111218750476837
49,0.17711401402950286
50,0.1761174201965332
51,0.17903199970722197
52,0.17719379246234893
53,0.17725526094436644
54,0.17488814651966095
55,0.17770303785800934
56,0.1761659252643585
57,0.17204814851284028
58,0.1714582622051239
59,0.17183030009269715
60,0.1736849331855774
61,0.17738195955753328
62,0.17577575027942657
63,0.17123686611652375
64,0.17001355111598968
65,0.17367944240570068
66,0.17048733413219452
67,0.17098320841789247
68,0.17082225263118744
69,0.1703810554742813
70,0.17059481382369995
71,0.16674239337444305
72,0.16481583893299104
73,0.16453928589820863
74,0.1653573364019394
75,0.16668898105621338
76,0.16661413431167602
77,0.1655574071407318
78,0.1656195628643036
79,0.1641412764787674
80,0.16183112680912018
81,0.16255587458610535
82,0.16241741180419922
83,0.16127177298069
84,0.16011742532253265
85,0.15868640184402466
86,0.1587053680419922
87,0.15997526586055755
88,0.16200576484203338
89,0.1584849351644516
90,0.16087958574295044
91,0.15842405796051026
92,0.16140155911445617
93,0.15817476212978362
94,0.15928869396448136
95,0.15935973763465883
96,0.16123562991619111
97,0.1583907413482666
98,0.1576814168691635
99,0.156540629863739
100,0.15829317808151244
101,0.15391165673732757
102,0.15612456619739531
103,0.1562262898683548
104,0.1547372716665268
105,0.15422582149505615
106,0.1561664631962776
107,0.15250392019748688
108,0.15156002789735795
109,0.15130373120307922
110,0.15072327196598054
111,0.15186343014240264
112,0.15300766825675965
113,0.15055276602506637
114,0.15228501737117767
115,0.157329323887825
116,0.15148264348506926
117,0.15084384500980377
118,0.151234672665596
119,0.1590786749124527
120,0.15420328617095946
121,0.15171793460845948
122,0.15127804458141328
123,0.15162603199481964
124,0.14978660345077516
125,0.1876079958677292
126,0.17061048686504365
127,0.1653796237707138
128,0.16478193819522857
129,0.159944109916687
130,0.15915906727313994
131,0.15268171727657318
132,0.15180791139602662
133,0.14822794288396834
134,0.14892955899238586
135,0.14860908716917037
136,0.14747177839279174
137,0.14779170870780944
138,0.14858710885047913
139,0.1460900831222534
140,0.1484920024871826
141,0.1469602555036545
142,0.14772971868515014
143,0.14667777061462403
144,0.14723593533039092
145,0.14496995627880097
146,0.14646740287542342
147,0.14549106508493423
148,0.1444863510131836
149,0.1427647751569748
150,0.14492556989192962
151,0.1461072814464569
152,0.14538383424282075
153,0.14417151987552643
154,0.14446026414632798
155,0.14229831516742705
156,0.1417890477180481
157,0.14212318986654282
158,0.14190900653600694
159,0.14113756597042085
160,0.14214580833911897
161,0.14339389473199846
162,0.14565616309642793
163,0.14450999557971955
164,0.1432218074798584
165,0.14270686149597167
166,0.14124430388212203
167,0.14356687188148498
168,0.1412108439207077
169,0.13981324285268784
170,0.14062272071838378
171,0.14008477181196213
172,0.14228686392307283
173,0.13940171986818314
174,0.14101313561201095
175,0.1395877119898796
176,0.1392349737882614
177,0.13965390384197235
178,0.1380961763858795
179,0.1394225412607193
180,0.14019737839698793
181,0.13785165339708327
182,0.13838805943727495
183,0.13787341505289077
184,0.13841133445501327
185,0.1400759893655777
186,0.13842560410499571
187,0.1365311986207962
188,0.13886789441108705
189,0.1375181245803833
190,0.13809530347585677
191,0.13633081793785096
192,0.13552584052085875
193,0.1349586221575737
194,0.13488041013479232
195,0.13731587141752244
196,0.13842624068260193
197,0.13598931401968004
198,0.1360142210125923
199,0.1349289286136627
200,0.13491798877716066
201,0.13376578330993652
202,0.13440594494342803
203,0.13348822861909868
204,0.13357962816953659
205,0.1355709683895111
